Size 674,2
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.780808042003176267e-07,-2.891527973349065147e-06
-4.028050248557626744e-07,-2.891526292827371037e-06
-2.434654475359138251e-07,-7.695341361230043818e-07
3.165925344984276424e-09,-9.870969978175016435e-09
5.289418941572517446e-09,-1.041637929072966337e-08
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.781042478334916080e-07,-2.782567227996352641e-06
6.780932654132946299e-07,-2.670644097220838513e-06
6.779539182577515211e-07,-2.555393067256553650e-06
6.774152019676323825e-07,-2.436748209237707694e-06
6.762453390500767106e-07,-2.314704457591268823e-06
6.742361139097573941e-07,-2.189439155352467775e-06
6.711567518393263793e-07,-2.060855751568501129e-06
6.666609107477661726e-07,-1.929128289288404876e-06
6.604813651969515953e-07,-1.794532890453643759e-06
6.523630180814593592e-07,-1.657921738094635514e-06
6.415147467225735681e-07,-1.519197464160892119e-06
6.277062163806064583e-07,-1.379521129048307321e-06
6.105519930356471181e-07,-1.239748389641778706e-06
5.895932068785655060e-07,-1.101027627973140352e-06
5.644124224853079580e-07,-9.647333462124310967e-07
5.348720705641838333e-07,-8.331963614655064952e-07
5.002286369024555854e-07,-7.079624633036049133e-07
4.605808793644596139e-07,-5.907421789325321557e-07
4.176509117425297348e-07,-4.845456881301691743e-07
3.717079224938007965e-07,-3.896737774686155361e-07
3.254296708959484022e-07,-3.080055779760378249e-07
2.777795239307517316e-07,-2.385875020755768973e-07
2.308985341277006050e-07,-1.812304506752246555e-07
1.851174567431409837e-07,-1.339985469851675057e-07
1.405455721613202861e-07,-9.547550713599226376e-08
9.740526258829719298e-08,-6.433363651977030865e-08
5.198154795741384698e-08,-3.753917657081839435e-08
-2.941841144748112527e-07,-2.891371407032559210e-06
-1.858158640046729326e-07,-2.891043513808549399e-06
-7.768032548978211677e-08,-2.890666364489878198e-06
3.012878430388355381e-08,-2.890346697799812105e-06
1.376931764874857426e-07,-2.890222404200933832e-06
2.453296332942184619e-07,-2.890319033625248377e-06
3.530674803760173956e-07,-2.890606536965356146e-06
4.610989863552124190e-07,-2.891000833822717481e-06
5.694579061455775337e-07,-2.891363565480103608e-06
-4.028163507695898873e-07,-2.786603663084860397e-06
-4.028198889581906895e-07,-2.678932884597488730e-06
-4.027371583616952239e-07,-2.568190838984247036e-06
-4.022939674912360448e-07,-2.454317577717433593e-06
-4.013134501987967330e-07,-2.337334394830305830e-06
-3.996202113111353703e-07,-2.217194380915483873e-06
-3.969651451518906409e-07,-2.093948566134338333e-06
-3.930959928988429474e-07,-1.967932937214273270e-06
-3.877309720841201892e-07,-1.839117962159780734e-06
-3.807096522054433752e-07,-1.708216809663710557e-06
-3.715384746625152638e-07,-1.575139405421754930e-06
-3.598855310886454027e-07,-1.440460057145816792e-06
-3.454153595187206790e-07,-1.305319956571267809e-06
-3.274707757096690441e-07,-1.170050112401682195e-06
